(640, 516)
(561, 1046)
(399, 705)
(500, 827)
(300, 439)
(500, 555)
(400, 600)
(400, 968)
(533, 720)
(452, 834)
(579, 850)
(338, 900)
(400, 400)
(400, 688)
(599, 877)
(562, 703)
(573, 854)
(640, 372)
(279, 360)
(322, 375)
(232, 200)
(400, 334)
(400, 256)
(400, 498)
(246, 192)
(400, 497)
(956, 1280)
(327, 198)
(400, 574)
(400, 423)
(400, 550)
(207, 360)
(186, 429)
(267, 379)
(390, 594)
(476, 535)
(400, 506)
(384, 424)
(240, 342)
(272, 465)
(186, 190)
(400, 608)
(279, 271)
(333, 502)
(186, 442)
(192, 315)
(267, 633)
(250, 391)
(640, 629)
(131, 450)
(568, 832)
(250, 359)
(155, 324)
(405, 649)
(166, 222)
(271, 807)
(140, 303)
(356, 289)
(233, 454)
(593, 613)
(250, 254)
(199, 240)
(482, 780)
(400, 706)
(637, 825)
(400, 498)
(231, 360)
(348, 487)
(346, 631)
(496, 446)
(400, 586)
(565, 837)
(366, 645)
(1191, 1280)
(463, 726)
(1196, 1280)
(366, 434)
(191, 287)
(600, 841)
(300, 346)
(981, 1280)
(378, 435)
(122, 200)
(571, 549)
(250, 317)
(429, 599)
(287, 274)
(299, 400)
(898, 1280)
(220, 293)
(262, 460)
